owner	field	type	class	reads	writes	evidence
TransferControlDescriptor	DADDR	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	DLAST_SGA	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	DMLOE	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	DMOD	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	DOFF	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	DREQ	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	DSIZE	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	EEOP	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	ESDA	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	ESG	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	INTHALF	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	INTMAJOR	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	MAJORELINK	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	MAJORLINKCH	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	MLOFF	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	NBYTES	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	SADDR	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	SLAST_SDA	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	SMLOE	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	SMOD	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	SOFF	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	SSIZE	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	START	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptorLocal	BandwidthControl	byte	VALUE	2	1	primitive
TransferControlDescriptorLocal	ChannelStart	bool	VALUE	2	2	primitive
TransferControlDescriptorLocal	CurrentMajorIterationCountELinkYes	ushort	VALUE	3	3	primitive
TransferControlDescriptorLocal	DestinationAddress	uint	VALUE	5	4	primitive
TransferControlDescriptorLocal	DestinationAddressModulo	byte	VALUE	2	1	primitive
TransferControlDescriptorLocal	DestinationAddressSignedOffset	short	VALUE	5	1	primitive
TransferControlDescriptorLocal	DestinationDataTransferSize	byte	VALUE	3	1	primitive
TransferControlDescriptorLocal	DestinationMinorLoopOffsetEnable	bool	VALUE	4	1	primitive
TransferControlDescriptorLocal	DisableRequest	bool	VALUE	3	1	primitive
TransferControlDescriptorLocal	EnableEndOfPacketProcessing	bool	VALUE	2	1	primitive
TransferControlDescriptorLocal	EnableInterruptIfMajorCounterComplete	bool	VALUE	3	1	primitive
TransferControlDescriptorLocal	EnableInterruptIfMajorCounterHalfComplete	bool	VALUE	3	1	primitive
TransferControlDescriptorLocal	EnableLinkBITER	bool	VALUE	7	1	primitive
TransferControlDescriptorLocal	EnableLinkCITER	bool	VALUE	8	1	primitive
TransferControlDescriptorLocal	EnableLinkWhenMajorLoopComplete	bool	VALUE	3	1	primitive
TransferControlDescriptorLocal	EnableScatterGatherProcessing	bool	VALUE	4	1	primitive
TransferControlDescriptorLocal	EnableStoreDestinationAddress	bool	VALUE	3	1	primitive
TransferControlDescriptorLocal	LastDestinationAddressAdjustmentOrScatterGatherAddress	uint	VALUE	6	1	primitive
TransferControlDescriptorLocal	LastSourceAddressAdjustmentOrStoreDADDRAddress	uint	VALUE	5	1	primitive
TransferControlDescriptorLocal	MajorLoopLinkChannelNumber	byte	VALUE	3	1	primitive
TransferControlDescriptorLocal	MinorLoopLinkChannelNumberELinkYesBITER	ushort	VALUE	4	2	primitive
TransferControlDescriptorLocal	MinorLoopLinkChannelNumberELinkYesCITER	ushort	VALUE	5	2	primitive
TransferControlDescriptorLocal	MinorLoopOffset	uint	VALUE	4	2	primitive
TransferControlDescriptorLocal	NBytesWithMinorLoopOffsets	uint	VALUE	3	3	primitive
TransferControlDescriptorLocal	ReservedELinkYesBITER	byte	VALUE	2	2	primitive
TransferControlDescriptorLocal	ReservedELinkYesCITER	byte	VALUE	2	2	primitive
TransferControlDescriptorLocal	SourceAddress	uint	VALUE	4	4	primitive
TransferControlDescriptorLocal	SourceAddressModulo	byte	VALUE	2	1	primitive
TransferControlDescriptorLocal	SourceAddressSignedOffset	short	VALUE	5	1	primitive
TransferControlDescriptorLocal	SourceDataTransferSize	byte	VALUE	3	1	primitive
TransferControlDescriptorLocal	SourceMinorLoopOffsetEnable	bool	VALUE	6	1	primitive
TransferControlDescriptorLocal	StartingMajorIterationCountELinkYes	ushort	VALUE	3	3	primitive
TransferControlPacket	ContextDoneInterruptEnable	bool	VALUE	1	0	primitive
TransferControlPacket	ReadByteMultiplier	int	VALUE	1	3	primitive
TransferControlPacket	ReferenceCRC	uint	VALUE	1	0	primitive
TransferControlPacket	TransferAddress	uint	VALUE	1	0	primitive
TransferControlPacket	TransferSize	uint	VALUE	1	0	primitive
TransferControlPacket	TransferWidth	uint	VALUE	1	0	primitive
TranslationCPU	FrameProfilerIgnoredSymbols	HashSet	VALUE	3	1	static: maps to std::collections::HashSet<String>
TranslationCPU	RenodeAttachLogTranslationBlockFetch	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	RenodeFreeHostBlocks	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	RenodeSetHostBlocks	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibAcquireMmuWindow	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibAddBreakpoint	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibAfterLoad	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibAtomicMemoryStateInit	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibBeforeSave	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibCleanWfiProcState	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibClearPageIoAccessed	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibDispose	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibEnableExternalPermissionHandlerForRange	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibEnableExternalWindowMmu	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibEnableGuestProfiler	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibEnableOpcodesCounting	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibEnablePostOpcodeExecutionHooks	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibEnablePreOpcodeExecutionHooks	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibEnableReadCache	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibEnableWriteCache	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibExecute	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibExportExternalMmuState	Func	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibExportState	Func	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibFlushPage	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibFlushTlb	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetChainingEnabled	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetCpuStateForMemoryTransaction	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetCurrentTbDisasFlags	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetExecutedInstructions	Func	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetExternalMmuStateSize	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetMaximumBlockSize	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetMillicyclesPerInstruction	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetMmuWindowAddend	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetMmuWindowEnd	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetMmuWindowStart	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetMmuWindowsCount	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetOpcodeCounter	Func	CALLBACK	3	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetPageSize	Func	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetStateSize	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetSyncPcEveryInstructionDisabled	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetTbCacheEnabled	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetTotalExecutedInstructions	Func	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibGetWindowPrivileges	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibInit	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibInstallOpcodeCounter	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibInstallPostOpcodeExecutionHook	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibInstallPreOpcodeExecutionHook	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibInvalidateTranslationBlocks	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibInvalidateTranslationCache	Action	CALLBACK	3	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibIsIrqSet	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibIsRangeMapped	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibMapRange	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibOnLeavingResetState	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibOnMemoryAccessEventEnabled	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibRaiseException	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibRegisterAccessFlagsForRange	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibRemoveBreakpoint	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibRequestTranslationBlockInterrupt	Action	CALLBACK	3	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibReset	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibResetAllMmuWindows	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibResetMmuWindow	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibResetMmuWindowsCoveringAddress	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibResetOpcodeCounters	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibRestoreContext	Func	CALLBACK	10	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetBlockBeginHookPresent	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetBlockFinishedHookPresent	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetBroadcastDirty	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetChainingEnabled	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetCpuWfiStateChangeHookPresent	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetInterruptBeginHookPresent	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetInterruptEndHookPresent	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetIrq	Action	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetMaximumBlockSize	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetMillicyclesPerInstruction	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetMmuWindowAddend	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetMmuWindowEnd	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetMmuWindowStart	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetOnBlockTranslationEnabled	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetPageIoAccessed	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetReturnRequest	Action	CALLBACK	8	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetSyncPcEveryInstructionDisabled	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetTbCacheEnabled	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetTranslationCacheConfiguration	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibSetWindowPrivileges	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibStoreTableInit	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibTranslateToPhysicalAddress	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibUnmapRange	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	TlibUnwind	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	UseMachineAtomicState	bool	VALUE	4	1	primitive
TranslationCPU	actionsToExecuteOnCpuThread	Action>	UNKNOWN	2	0	static: `Action>` not classified
TranslationCPU	addressesToInvalidate	List	VALUE	7	1	static: maps to Vec<isize>
TranslationCPU	assembler	LLVMAssembler	SHARED	1	1	static: 1 writes, 1 reads
TranslationCPU	atomicId	int	VALUE	2	2	primitive
TranslationCPU	binder	NativeBinder	SHARED	1	1	static: 1 writes, 1 reads
TranslationCPU	blockBeginInternalHook	Action	CALLBACK	3	1	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	blockBeginUserHook	Action	CALLBACK	3	1	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	blockFinishedHook	Action	CALLBACK	2	1	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	cpuState	byte	VALUE	5	2	primitive
TranslationCPU	currentMappings	SegmentMapping>	UNKNOWN	5	2	static: `SegmentMapping>` not classified
TranslationCPU	decodedIrqs	HashSet	UNKNOWN	2	1	static: `HashSet` not classified
TranslationCPU	dirtyAddressesPtr	nint	VALUE	5	2	static: maps to isize
TranslationCPU	disabledMemory	MinimalRangesCollection	BACKREF	6	0	static: never written, 6 reads
TranslationCPU	disassembler	LLVMDisassembler	SHARED	1	1	static: 1 writes, 1 reads
TranslationCPU	disposed	bool	VALUE	1	1	primitive
TranslationCPU	externalMmuPosition	ExternalMmuPosition	VALUE	1	1	enum or struct -- copied, not referenced
TranslationCPU	externalMmuState	byte	VALUE	5	2	primitive
TranslationCPU	hooks	HookDescriptorBase	SHARED	10	1	static: 1 writes, 10 reads
TranslationCPU	interruptBeginHook	Action	CALLBACK	3	2	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	interruptEndHook	Action	CALLBACK	3	2	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	isInterruptLoggingEnabled	bool	VALUE	2	4	primitive
TranslationCPU	lastTlibResult	TlibExecutionResult	VALUE	2	1	enum or struct -- copied, not referenced
TranslationCPU	lck	object	VALUE	1	0	primitive
TranslationCPU	libraryFile	string	VALUE	1	1	primitive
TranslationCPU	localAtomicState	AtomicState	SHARED	4	1	static: 1 writes, 4 reads
TranslationCPU	logFile	string	VALUE	3	1	primitive
TranslationCPU	logFunctionNamesCurrentState	LogFunctionNamesState	VALUE	1	2	enum or struct -- copied, not referenced
TranslationCPU	logTranslatedBlocks	bool	VALUE	1	1	primitive
TranslationCPU	logTranslationBlockFetchEnabled	bool	VALUE	1	1	primitive
TranslationCPU	mappedMemory	MinimalRangesCollection	BACKREF	3	0	static: never written, 3 reads
TranslationCPU	memoryAccessHook	MemoryAccessHook	UNKNOWN	2	1	static: `MemoryAccessHook` not classified
TranslationCPU	memoryManager	SimpleMemoryManager	SHARED	8	1	static: 1 writes, 8 reads
TranslationCPU	mmuFaultHook	ExternalMmuFaultHook	UNKNOWN	1	2	static: `ExternalMmuFaultHook` not classified
TranslationCPU	onTranslationBlockFetch	TranslationBlockFetchCallback	UNKNOWN	1	1	static: `TranslationBlockFetchCallback` not classified
TranslationCPU	opcodesMap	Dictionary	VALUE	5	0	static: maps to std::collections::BTreeMap<String, u32>
TranslationCPU	pauseGuard	CpuThreadPauseGuard	SHARED	10	1	static: 1 writes, 10 reads
TranslationCPU	pendingTranslationCacheClearing	bool	VALUE	2	3	primitive
TranslationCPU	postOpcodeExecutionHooks	Action	CALLBACK	4	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	preOpcodeExecutionHooks	Action	CALLBACK	4	0	delegate slot -- Option<Box<dyn FnMut>>
TranslationCPU	profiler	BaseProfiler	SHARED	22	4	static: 4 writes, 22 reads
TranslationCPU	slot	int	VALUE	2	2	primitive
TranslationCPU	wfiStateChangeHook	Action	CALLBACK	3	2	delegate slot -- Option<Box<dyn FnMut>>
TranslationParams	PageSizeShift	int	VALUE	7	1	primitive
TranslationParams	TSZ	int	VALUE	0	1	primitive
TranslationParams	TableAddress	ulong	VALUE	2	1	primitive
TransmitBuffer	Data	IValueRegisterField	ARENA	3	1	register handle -- D2 makes it a typed arena index
TransmitBuffer	DataLengthCode	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
TransmitBuffer	Id	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
TransmitBuffer	Parent	LPC_CAN	SHARED	1	1	static: 1 writes, 1 reads
TransmitBuffer	Priority	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
TransmitBuffer	Select	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
TransmitBuffer	TransmitInterruptEnable	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
TransmitBuffer	TransmitInterruptFlag	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
TransmitDescriptor	AttemptLimitError	bool	VALUE	1	2	primitive
TransmitDescriptor	Enable	bool	VALUE	2	2	primitive
TransmitDescriptor	InterruptEnable	bool	VALUE	2	2	primitive
TransmitDescriptor	Length	uint	VALUE	2	2	primitive
TransmitDescriptor	PacketAddress	uint	VALUE	3	1	primitive
TransmitDescriptor	UnderrunError	bool	VALUE	1	2	primitive
TransmitDescriptor	Wrap	bool	VALUE	2	2	primitive
TransmitDescriptor	ramAddress	uint	VALUE	4	1	primitive
